ulasan,label
"Keren, penjelasan materinya singkat pdat dan jelas sehingga mudah dipahami",Sangat Positif
payah,Sangat Negatif
Sangat berkualitass Dan baguss,Sangat Positif
"Sudah bagus :D Mungkin ke depannya, course-nya dapat ditambah dan metode pembelajarannya diberi variasi, selain teks-teks saja. Namun, keseluruhan sudah bagus dan saya suka :D",Positif
Bagus Banget aplikasinya... saya sukaa!!,Sangat Positif
Aplikasi pembelajaran yang asik,Sangat Positif
"Aplikasi nya keren kak,moga bisa terus berkembang yaa",Sangat Positif
Binar Academy Aplikasi nya bagus dan Banyak Course nya yang gratis saya paling suka Course tentang UX Design,Sangat Positif
"diluar ekspektasi, aplikasinya bagus banget",Sangat Positif
gak ngerti lagi sih selama ini bakyak app gratis buat ningkatin skil yg gw coba tapi bru kali ini gw nemu yg pas buruan download penjelasan mudah di mengerti di tambah Q&A pokoknya buruan instal dan buktiin sendiri,Sangat Positif
Suka trimaksshhh,Sangat Positif
"Mahal bet anjir 5 jt :( Sementara perbulan di kasib duit cuma 100 rb :""(",Sangat Positif
Mantap,Sangat Positif
Bagus banget,Sangat Positif
Coba dulu,Positif
"Fix""Gak bisa login name dan daftar email tidak bisa, apk tidak berguna-_-",Sangat Negatif
Kok nggak bisa daftar yah? Sudah isi nama kok nggak jadi2,Sangat Negatif
Kok mau melanjutkan belajar ga bisa di klik ya,Positif
Loh ini gimana. Ga bisa di buka. Mentok cmn ke nama,Netral
Gk bisa Masuk,Sangat Negatif
"Stuck di bagian isi nama anda, tolong periksa aplikasinya",Sangat Negatif
Gimana ini ditanya nama udah diisi gak bisa lanjut,Sangat Negatif
"Kenapa ngak bisa masuk... Percuma download, suruh nulis nama panggilan, gue tulis lama banget ngak bisa2 Jelek",Sangat Negatif
"Baru download, pas mau masukin nickname susah, engga bisa login, selalu FC mulu Tolong diperbaiki ya kak Ã°Å¸â„¢Â(kalo sudah normal bintangnya aku ganti)",Sangat Negatif
Gagal register.,Sangat Negatif
Kok gabisa lanjut?,Negatif
Koq saya mau daftar gabisa ya.. Pas saya masukin nama saya.. Gabisa diklik selanjutnyaa.. Tolong dong,Negatif
Ga jelas anjim tulis nama kagak bisaÃ‚Â² paok,Sangat Negatif
"Kak, maaf, apk nya tidak bisa lanjut saat mendaftar",Negatif
Apk bagus tapi sayang ngelag,Sangat Negatif
Kaaih 4 dulu ntr bagus saya tambah 1 gi,Positif
Good,Sangat Positif
Ã°Å¸â€˜Â,Sangat Positif
Apk ga jelas login aja susah,Sangat Positif
Kenapa saya tidak bisa mendaftar?,Sangat Negatif
"baru ikut""an",Sangat Positif
Kok ga bisa lanjut? Baru buka trus nanya nama udh diisi tpi ga bisa loding lagi. Gimana nih? sinyal 4G full,Sangat Negatif
Kok ga bisa daftar sih?,Negatif
aplikasinya sekarang lagi error ya?,Sangat Positif
Nge stuck di memasukan nama,Sangat Negatif
Apk tidak berfungsi jeleeekk,Sangat Negatif
"Aplikasi nggak jelas, abisin quota aja, Gak bisa daftar, baru tulis nama tekan selanjutnya malah kedip-kedip ndak jelas",Sangat Negatif
"Apps tidak berjalan dari ""siapa nama anda"" -realme narzo",Sangat Negatif
Baguusss,Sangat Positif
Bagus,Sangat Positif
Ã°Å¸â€˜Â,Sangat Positif
"Nice, Bagus bet buat belajar/Nambah Wawasan Mudah di pahami lagi pokonya best lah",Sangat Positif
Developer nya nggak ada obat,Sangat Positif
Sangat membantu dan luar biasa,Sangat Positif
"damn, di luar ekspetasi. KERENNYA KEBANGETAN, enak banget belajar pake ini. smooth, cepet, penjelasan non-formal, gampang dimengerti, sangat-sangat friendly buat orang yang baru mau belajar pemrograman. sukses binar academy!",Sangat Positif
Ã°Å¸Ëœâ€™,Sangat Negatif
Sangat jelek sekali. Banyak ke materi nya untuk ke praktik kodingan gak ada sama sekali... bahkan untuk memilih ke teori berikutnya tidak.bisa. harus mulai dari materi awal berurutan,Sangat Negatif
Super App. Thanks.,Sangat Positif
"Google,Better,BEST",Sangat Positif
"Luar biasa cara penyampaianya mudah di mengerti. Terimakasih, good job.",Sangat Positif
Belum nyoba,Sangat Positif
"Kok tidK bisa daftar premium, malah keluar terus.",Negatif
Lumayan,Netral
Penjelasannya mudah dimengerti karena menggunakan bahasa gaul.,Sangat Positif
Gua kaga ada duit bang,Sangat Negatif
Very good,Netral
"Terimakasih binar academy, kali ini saya akan belajar programming bersama teman sya, karena suka sekali dengan dunia IT",Positif
"Ini sangat bagus sekali karena pembelajarannya sangat mudah di pahami,",Sangat Positif
Mantap,Sangat Positif
Good Ã°Å¸â€˜Â,Sangat Positif
Ã¢ÂÂ¤Ã¯Â¸Â,Sangat Positif
Aku suka,Sangat Positif
Mantab Kak Ã°Å¸â€˜Â,Sangat Positif
"aplikasinya luar biasa keren dan simple........ .....,........................ ........ ....",Positif
Karna aplikasi ini saya makin mudah memahami membelajaran,Sangat Positif
Terimakasih karna aplikasi ini saya makin mudah belajar,Sangat Positif
Saya banyak terimakasi. Karna dengan aplikasi ini saya bisa belajar apa yang saya impikan meskipun secara online. Terimakasih :),Sangat Positif
Aplikasi ini sangat membantu kita yang mau belajar,Sangat Positif
Lumayan sedikit membantu belajar,Positif
"Pertahankan dan kembangkan, terimakasih telah menciptakan aplikasi mengedukasi seperti ini.Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â",Positif
Sangan membantu saya Dan pembinaan pembelajaran ya tidak rumit,Sangat Positif
"Sangat mudah, dan di pahami, aplikasinya bagus",Sangat Positif
Gilaaa. Gw download aplikasi ini serasa lagi ikut kelas onlineÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â,Sangat Positif
"Penjelasan singkat sangat membantu&mudah di pahami,mksh buat semua materi by.Ã°Å¸â„¢Â",Sangat Positif
Mantaaapp sukses,Sangat Positif
"Saya ingin bekerja sama dengan anda di waktu yang akan datang, untuk mengembang perusahaan antariksa swasta pertama di indonesia.",Sangat Positif
Sangat membantu buat saya yg baru membuka usaha terima kasih semoga kedepan ny bisa saya praktekkan langsung.,Sangat Positif
"Pelajaran ny ckup memuaskan&semoga setelah mengikuti pelatihan ini saya bs menjalankan bisnis kuliner yg sederhana di rumah,terimakasih buat semua penjelasan ny kk..",Sangat Positif
Bagus dan cukup membantu bagi orang orang yang akan memulai bisnis kuliner dan yang sudah berjalan kulinernya.,Sangat Positif
Tidak bisa di ungkapkan dengan kata-kata,Sangat Positif
"Mantap euy, kalimat singkat padat jelas dengan media interaktif yang bagus, perfect lah. Lebih perfect lagi kalo gratis eheeee.",Sangat Positif
Bagus banget kak!,Sangat Positif
Bagus,Sangat Positif
5/5,Sangat Positif
Mantap,Sangat Positif
Good app,Sangat Positif
Akh..Berbayar coba kasih gratis dulu 1 bulan,Sangat Negatif
App belajar api,Sangat Positif
Sangat membantu untuk mengenal Coding.,Sangat Positif
makasih berkat binar academy gua bisa beli rumah,Sangat Positif
"Sangat bermanfaat untuk orang awam yang ingin belajar basic IT, tapi gak punya basic IT sama sekali. Bahasa pengandaiannya sangat mudah dimengerti. Recomended untuk mengisi waktu gabut sambil menambah ilmu Ã°Å¸â€˜Â",Sangat Positif
Ah mantap,Sangat Positif
Terus berkembang Binar Academy,Sangat Positif
"Mantap laah Binar nhi pkoe Top. Hebat Miss Ala...Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’ *buat yg banyak mau: dri gk bsa log in lah, bayar 5jt laah, password lupa gk bsa log in, blm nyoba udh ngerate. trus kasih bintang 1 huuuuh biasa'y suka nyusahin orang thuu hidup'y. Jangan gtu donk",Sangat Positif
Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â,Sangat Positif
Bagusad banget nihh,Sangat Positif
Aplikasi bagus ..teruskan oenyemournaannya,Sangat Positif
Segitu dulu lah. Blum tau isinya kya apa,Netral
"Baru sadar kalo diatas itu ada tanda simpan wkwkwk, jadi harus nyari halaman yang menurut aku penting, onboarding pas first baca artikel ka please wkwk jadi nyari lagi kan wkwkwk Trims ka.... Tapi untuk yang lainnya mantaps sekali fiturnya dari segi ui dan ux nya, storytellingnya dapet banget wkwk sama yang terasa banget kaya user itu ga boleh patah semangat pas ada kuis wkwk jadi mau nambah lagi gitu! Good deh timnya ini wkwkwk",Sangat Positif
Mantaff bermanfaat Ã¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸Â,Sangat Positif
Bagus,Sangat Positif
Keren,Sangat Positif
cukup bagus,Positif
Bagus apk ini buat memperdalam dalam bidang IT,Sangat Positif
Perfect,Sangat Positif
Bagus banget.... Pgen ngikutin corse nyah tpi nabung dlu...,Sangat Positif
B aja,Sangat Negatif
Sangat baik,Sangat Positif
akhirnya ada aplikasinya juga dari binar academy,Sangat Positif
Tampilannya menarik banget dan banyak pilihan ecoursenya! Good Job,Sangat Positif
"Yuhuu.. course nya kerenÃ¢ÂÂ¤Ã¯Â¸Â. Apalagi udah update app nya, jadi lebih banyak fitur yg keceh!. Materinya mudah dipahami, sudah aku rekomendasikan ke temen-temen juga nih.",Sangat Positif
"Aku sebagai pengguna baru, dan pemula di bidang ui/ux sangat membantu dengan aplikasi binar academy",Sangat Positif
Mamtqp,Sangat Positif
Berbayar guys 5jutaan,Sangat Negatif
Tidak seperti yang dulu. Versi sekarang ada banyak pilihan jenis course. Tapi dari segi gambar ada yang kurang pas. Semoga bisa cepet diperbaiki,Sangat Positif
Upgrade terbaru semakin keren. Bisa baca lebih dari satu course,Sangat Positif
"Sangat baik.,materi juga menarik",Sangat Positif
Sangat bagus,Sangat Positif
"Sangat membantu, terimakasih Ã°Å¸â„¢Â",Sangat Positif
BagusÃ°Å¸â€˜ÂÃ°Å¸â€˜Â,Sangat Positif
Nambah pengetahuan,Sangat Positif
Sangat puas,Sangat Positif
Mantap,Sangat Positif
Sangat membantu,Sangat Positif
Sangat puas ...terima kasih,Sangat Positif
Baik,Sangat Positif
sangat memuaskan,Sangat Positif
Baik,Sangat Positif
sangat bermanfaat,Sangat Positif
mantap,Sangat Positif
Keren bngt Ã¢ÂÂ¤Ã¯Â¸Â,Sangat Positif
keren,Sangat Positif
Sangat menbantu,Sangat Positif
Aikasi ini sangat bagus bnget dan membantu dan sangat di rekomendasikan untuk yang sedang mengerjakan bitlabs,Sangat Positif
Aplikasi ini sangat membantu dan sngat di di rekomendasikan untuk kalian yang sedang mengerjakan prakerja,Sangat Positif
materinya bagus,Sangat Positif
good,Sangat Positif
Sangat berguna,Sangat Positif
Sangat bagus,Sangat Positif
sangat baik dan bermanfaat,Sangat Positif
Aplikasi yang sangat membantu,Sangat Positif
sangat baik,Sangat Positif
Sangat puas,Sangat Positif
Msih bingung cara nya gmna,Sangat Positif
"tidak bisa login, karena ada masalah server, tolong diperbaiki...",Netral
"Baru mau coba hehe , Basmalah",Netral
"Tampilan menarik. Bahasa dalam aplikasi pun ramah dan bersahabat, jadi bikin aku enak untuk belajar. Walaupun aku baru belajar masih di level awal [Introduction(SDLC)], selama aku belajar aku menikmatinya karena informasi yang disampaikan jelas, alurnya oke dan memotivasi. Selama aku belajar, saat ini pertanyaan ku cuma satu, apakah materi yang sudah kita pelajari tidak bisa kita ulang? -Contoh: aku ingin mereview materi dihalaman sebelunya, tapi ndak bisa. Apa aku yang ngga tau? Thanks.",Sangat Positif
Kok gk bisa daftar ya,Sangat Negatif
Maaf 3 karena tidak ada tempat perestan kata sandi yang lupa,Netral
Materi yang sangat bagus menambah wawasan tentang pembuatan aplikasi serta peran peran orang dibalik sebuah aplikasi.,Sangat Positif
"Akhirnya UUD juga, sudah berharap bisa joint . Pupus sudah",Netral
"Asli, nyenengin",Sangat Positif
Uh keren bangetttt,Sangat Positif
Aplikasinya cukup bagus dan mengudekasi dengan bahasa yg mudah dimengerti,Positif
Semoga bisa membantu saya mencapai cita cita,Sangat Positif
ganteng banget Binar!!,Sangat Positif
Kerennnnnn kayak akuuu,Sangat Positif
Saya sukak bangetttt tapi sayang ya gak bisa mengulang materi.,Positif
Nice.. thank so much buat ka ala dan team,Sangat Positif
